Tour.Code,Tour.Description,Year,Tourn..,Player..,Course..,Permanent.Tournament..,Player.First.Name,Player.Last.Name,Round,Tournament.Name,Course.Name,Hole,Hole.Score,Par.Value,Yardage,Shot,Shot.Type.S.P.D.,X..of.Strokes,From.Location.Scorer.,From.Location.Enhanced.,To.Location.Scorer.,To.Location.Enhanced.,Distance,Distance.to.Pin,In.the.Hole.Flag,Around.the.Green.Flag,X1st.Putt.Flag,Distance.to.Hole.after.the.Shot,Time,Lie,Elevation,Slope,Z.Coordinate,Distance.from.Center,Distance.from.Edge,Date,Left.Right,Strokes.Gained.Baseline,Strokes.Gained.Category,Recovery.Shot,x,y,Player.Name,bad_hole
R,PGA TOUR,2017,400,26300,819,518,Matt,Jones,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Green Side Bunker,Front Left Green Side Bunker,8025,9122,N,Y,N,1517,1558,N/A,With,Level,733.283,898,704,07/21/2017,,-0.089,Approach the Green,No,7094.307,10667.101,"Jones, Matt",0
R,PGA TOUR,2017,400,26300,819,518,Matt,Jones,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green Side Bunker,Front Left Green Side Bunker,Fringe,Unmapped,1760,1517,N,Y,N,245,1602,Good,With,Level,736.249,93,54,07/21/2017,,-0.208,Around the Green,No,7225.938,10602.396,"Jones, Matt",0
R,PGA TOUR,2017,400,26300,819,518,Matt,Jones,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Fringe,Unmapped,Green,Unmapped,241,245,N,N,N,18,1604,N/A,With,Level,735.758,20,259,07/21/2017,R,-0.007,Around the Green,No,7206.121,10605.734,"Jones, Matt",0
R,PGA TOUR,2017,400,26300,819,518,Matt,Jones,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,18,18,Y,N,Y,0,1606,Good,With,Level,0,0,0,07/21/2017,,0.004,Putting,No,0,0,"Jones, Matt",0
R,PGA TOUR,2017,400,26668,819,518,Marc,Turnesa,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10567,19332,N,N,N,8457,1054,Good,With,Level,691.443,372,50,07/21/2017,R,0.204,Off the Tee,No,6552.292,10347.235,"Turnesa, Marc",0
R,PGA TOUR,2017,400,26668,819,518,Marc,Turnesa,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Tree Outline,Unmapped,8470,8457,N,Y,N,1063,1102,Good,With,Level,735.226,1047,402,07/21/2017,,-0.507,Approach the Green,No,7234.43,10523.365,"Turnesa, Marc",0
R,PGA TOUR,2017,400,26668,819,518,Marc,Turnesa,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Native Area,Unmapped,Green,Unmapped,1447,1063,N,N,N,453,1106,N/A,With,Level,735.347,294,623,07/21/2017,L,-0.118,Around the Green,No,7173.763,10627.575,"Turnesa, Marc",0
R,PGA TOUR,2017,400,26668,819,518,Marc,Turnesa,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,453,453,Y,N,Y,0,1109,Good,With,Level,0,0,0,07/21/2017,,1.038,Putting,No,0,0,"Turnesa, Marc",0
R,PGA TOUR,2017,400,26758,819,518,David,Hearn,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9211,19332,N,N,N,9449,1310,Good,With,Level,692.253,1412,844,07/21/2017,R,-0.732,Off the Tee,No,6514.63,10232.6,"Hearn, David",0
R,PGA TOUR,2017,400,26758,819,518,David,Hearn,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Native Area,Unmapped,Fairway,Right Fairway,2543,9449,N,N,N,7399,1316,N/A,With,Level,694.9,46,406,07/21/2017,R,0.144,Approach the Green,Yes,6621.1,10415.8,"Hearn, David",0
R,PGA TOUR,2017,400,26758,819,518,David,Hearn,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,7596,7399,N,N,N,199,1320,Good,With,Level,736.127,82,175,07/21/2017,R,0.385,Approach the Green,No,7220.062,10616.408,"Hearn, David",0
R,PGA TOUR,2017,400,26758,819,518,David,Hearn,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,199,199,Y,N,Y,0,1325,Good,With,Level,0,0,0,07/21/2017,,0.82,Putting,No,0,0,"Hearn, David",0
R,PGA TOUR,2017,400,27120,819,518,Troy,Matteson,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,10324,19332,N,N,N,8474,1106,Good,With,Level,690.25,855,431,07/21/2017,R,0.018,Off the Tee,No,6567.059,10309.674,"Matteson, Troy",0
R,PGA TOUR,2017,400,27120,819,518,Troy,Matteson,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Right Rough,Primary Rough,Left Rough,7430,8474,N,Y,N,1648,1113,N/A,With,Level,734.84,808,483,07/21/2017,,-0.197,Approach the Green,No,7077.713,10657.003,"Matteson, Troy",0
R,PGA TOUR,2017,400,27120,819,518,Troy,Matteson,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,1694,1648,N,N,N,50,1117,N/A,With,Level,735.81,2,254,07/21/2017,R,0.644,Around the Green,No,7210.188,10608.151,"Matteson, Troy",0
R,PGA TOUR,2017,400,27120,819,518,Troy,Matteson,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,50,50,Y,N,Y,0,1121,Good,With,Level,0,0,0,07/21/2017,,0.152,Putting,No,0,0,"Matteson, Troy",0
R,PGA TOUR,2017,400,27466,819,518,Spencer,Levin,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10800,19332,N,N,N,8537,1517,Good,With,Level,691.996,168,342,07/21/2017,L,0.192,Off the Tee,No,6530.799,10386.873,"Levin, Spencer",0
R,PGA TOUR,2017,400,27466,819,518,Spencer,Levin,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Left Fairway,Primary Rough,Left Rough,8820,8537,N,Y,N,777,1523,Good,With,Level,738.171,770,494,07/21/2017,,-0.151,Approach the Green,No,7206.497,10672.338,"Levin, Spencer",0
R,PGA TOUR,2017,400,27466,819,518,Spencer,Levin,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,720,777,N,N,N,92,1528,N/A,With,Level,735.881,51,260,07/21/2017,R,0.091,Around the Green,No,7211.851,10612.63,"Levin, Spencer",0
R,PGA TOUR,2017,400,27466,819,518,Spencer,Levin,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,125,92,N,N,Y,28,1529,Good,With,Level,735.761,18,265,07/21/2017,R,-0.535,Putting,No,7204.204,10605.611,"Levin, Spencer",0
R,PGA TOUR,2017,400,27466,819,518,Spencer,Levin,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,28,28,Y,N,N,0,1531,Good,With,Level,0,0,0,07/21/2017,,0.02,Putting,No,0,0,"Levin, Spencer",0
R,PGA TOUR,2017,400,27747,819,518,Hiroshi,Iwata,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10739,19332,N,N,N,8313,1726,Good,With,Level,691.879,289,127,07/21/2017,R,0.229,Off the Tee,No,6560.566,10358.974,"Iwata, Hiroshi",0
R,PGA TOUR,2017,400,27747,819,518,Hiroshi,Iwata,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,7515,8313,N,N,N,827,1732,Good,With,Level,732.211,380,140,07/21/2017,R,0.138,Approach the Green,No,7149.77,10567.388,"Iwata, Hiroshi",0
R,PGA TOUR,2017,400,27747,819,518,Hiroshi,Iwata,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,1010,827,N,N,Y,181,1737,Good,With,Level,736.081,56,176,07/21/2017,R,-0.537,Putting,No,7219.638,10614.112,"Iwata, Hiroshi",0
R,PGA TOUR,2017,400,27747,819,518,Hiroshi,Iwata,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,181,181,Y,N,N,0,1740,Good,With,Level,0,0,0,07/21/2017,,0.787,Putting,No,0,0,"Iwata, Hiroshi",0
R,PGA TOUR,2017,400,27933,819,518,John,Merrick,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,9362,19332,N,N,N,9541,1532,Good,With,Level,694.904,852,273,07/21/2017,R,-0.123,Off the Tee,No,6486.419,10271.16,"Merrick, John",0
R,PGA TOUR,2017,400,27933,819,518,John,Merrick,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Right Rough,Fairway,Right Fairway,6953,9541,N,N,N,2779,1537,N/A,Below Ball,Downhill,723.85,94,335,07/21/2017,R,0.019,Approach the Green,No,6976.219,10579.322,"Merrick, John",0
R,PGA TOUR,2017,400,27933,819,518,John,Merrick,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,2999,2779,N,N,N,217,1542,Good,Below Ball,Level,736.176,16,119,07/21/2017,R,-0.126,Approach the Green,No,7223.816,10611.254,"Merrick, John",0
R,PGA TOUR,2017,400,27933,819,518,John,Merrick,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,217,217,Y,N,Y,0,1546,Good,With,Level,0,0,0,07/21/2017,,0.847,Putting,No,0,0,"Merrick, John",0
R,PGA TOUR,2017,400,27958,819,518,Ryan,Blaum,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,9849,19332,N,N,N,9807,757,Good,With,Level,700.746,430,193,07/21/2017,L,-0.789,Off the Tee,No,6428.36,10357.9,"Blaum, Ryan",0
R,PGA TOUR,2017,400,27958,819,518,Ryan,Blaum,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Dirt Outline,Unmapped,5961,9807,N,N,N,4396,803,N/A,With,Level,722.92,1210,678,07/21/2017,L,0.235,Approach the Green,Yes,6840.64,10634.1,"Blaum, Ryan",0
R,PGA TOUR,2017,400,27958,819,518,Ryan,Blaum,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Other,Unmapped,Fairway,Right Fairway,4701,4396,N,Y,N,304,807,N/A,With,Level,736.233,106,0,07/21/2017,,0.131,Approach the Green,No,7230.845,10602.088,"Blaum, Ryan",0
R,PGA TOUR,2017,400,27958,819,518,Ryan,Blaum,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Fairway,Right Fairway,Green,Unmapped,313,304,N,N,N,33,809,Good,With,Level,735.757,30,252,07/21/2017,R,0.005,Around the Green,No,7204.896,10604.699,"Blaum, Ryan",0
R,PGA TOUR,2017,400,27958,819,518,Ryan,Blaum,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,33,33,Y,N,Y,0,813,Good,With,Level,0,0,0,07/21/2017,,0.035,Putting,No,0,0,"Blaum, Ryan",0
R,PGA TOUR,2017,400,27963,819,518,Chris,Stroud,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10078,19332,N,N,N,9706,1312,Good,With,Level,699.976,622,339,07/21/2017,L,-0.14,Off the Tee,No,6430.833,10378.434,"Stroud, Chris",0
R,PGA TOUR,2017,400,27963,819,518,Chris,Stroud,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,5713,9706,N,N,N,4008,1317,N/A,With,Level,717.996,80,340,07/21/2017,L,-0.054,Approach the Green,No,6880.384,10534.066,"Stroud, Chris",0
R,PGA TOUR,2017,400,27963,819,518,Chris,Stroud,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Fringe,Unmapped,4336,4008,N,Y,N,355,1321,Good,With,Level,736.778,179,34,07/21/2017,,-0.309,Approach the Green,No,7229.316,10625.896,"Stroud, Chris",0
R,PGA TOUR,2017,400,27963,819,518,Chris,Stroud,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Fringe,Unmapped,Green,Unmapped,358,355,N,N,N,12,1324,Good,With,Level,735.77,11,292,07/21/2017,R,0.119,Around the Green,No,7205.187,10608.318,"Stroud, Chris",0
R,PGA TOUR,2017,400,27963,819,518,Chris,Stroud,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,12,12,Y,N,Y,0,1324,Good,With,Level,0,0,0,07/21/2017,,0.001,Putting,No,0,0,"Stroud, Chris",0
R,PGA TOUR,2017,400,28093,819,518,Miguel Angel,Carballo,2,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,10354,19332,N,N,N,8568,1157,Good,With,Level,690.854,601,172,07/21/2017,R,-0.002,Off the Tee,No,6551.265,10325.537,"Carballo, Miguel Angel",0
R,PGA TOUR,2017,400,28093,819,518,Miguel Angel,Carballo,2,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,2,S,1,Primary Rough,Right Rough,Green,Unmapped,8754,8568,N,N,N,220,1206,N/A,With,Level,736.157,74,82,07/21/2017,R,0.769,Approach the Green,No,7224.084,10603.786,"Carballo, Miguel Angel",0
R,PGA TOUR,2017,400,28093,819,518,Miguel Angel,Carballo,2,Barbasol Championship,RTJ Trail (Grand National),13,3,5,536,3,S,1,Green,Unmapped,,,220,220,Y,N,Y,0,1212,Good,With,Level,0,0,0,07/21/2017,,0.85,Putting,No,0,0,"Carballo, Miguel Angel",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,10903,19332,N,N,N,10266,1019,Good,With,Level,696.128,2172,1902,07/21/2017,L,-0.856,Off the Tee,No,6359.462,10488.947,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Other,Unmapped,Tree Outline,Unmapped,368,10266,N,N,N,9925,1026,N/A,With,Level,694.78,2192,1823,07/21/2017,L,-0.956,Approach the Green,Yes,6386.18,10503.9,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Other,Unmapped,Primary Rough,Left Rough,3990,9925,N,N,N,6016,1027,N/A,With,Level,711.82,1511,806,07/21/2017,L,0.21,Approach the Green,Yes,6705.13,10596.2,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,4361,6016,N,Y,N,1666,1031,N/A,With,Level,729.145,454,158,07/21/2017,,-0.409,Approach the Green,No,7068.101,10590.626,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Fairway,Left Fairway,Green,Unmapped,1623,1666,N,N,N,64,1034,Good,With,Level,735.805,46,243,07/21/2017,R,0.348,Around the Green,No,7202.654,10603.024,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28132,819,518,Tyrone,Van Aswegen,2,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,6,S,1,Green,Unmapped,,,64,64,Y,N,Y,0,1038,Good,With,Level,0,0,0,07/21/2017,,0.28,Putting,No,0,0,"Van Aswegen, Tyrone",0
R,PGA TOUR,2017,400,28252,819,518,Seamus,Power,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10988,19332,N,N,N,9284,1724,Good,With,Level,697.037,1345,903,07/21/2017,L,-0.1,Off the Tee,No,6448.163,10455.474,"Power, Seamus",0
R,PGA TOUR,2017,400,28252,819,518,Seamus,Power,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,7537,9284,N,Y,N,1757,1731,N/A,With,Level,728.711,390,200,07/21/2017,,0.068,Approach the Green,No,7060.273,10592.735,"Power, Seamus",0
R,PGA TOUR,2017,400,28252,819,518,Seamus,Power,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,1578,1757,N,N,N,180,1735,Good,With,Uphill,735.973,13,317,07/21/2017,R,-0.136,Around the Green,No,7190.895,10605.659,"Power, Seamus",0
R,PGA TOUR,2017,400,28252,819,518,Seamus,Power,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,166,180,N,N,Y,56,1740,Good,With,Level,735.767,52,233,07/21/2017,R,-0.423,Putting,No,7204.402,10602.814,"Power, Seamus",0
R,PGA TOUR,2017,400,28252,819,518,Seamus,Power,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,56,56,Y,N,N,0,1740,Good,With,Level,0,0,0,07/21/2017,,0.208,Putting,No,0,0,"Power, Seamus",0
R,PGA TOUR,2017,400,28307,819,518,Matt,Every,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10906,19332,N,N,N,8831,1623,Good,With,Level,696.508,724,236,07/21/2017,L,-0.048,Off the Tee,No,6494.981,10420.756,"Every, Matt",0
R,PGA TOUR,2017,400,28307,819,518,Matt,Every,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Green Side Bunker,Front Left Green Side Bunker,7967,8831,N,Y,N,1135,1630,N/A,With,Level,732.368,591,501,07/21/2017,,0.011,Approach the Green,No,7118.935,10644.783,"Every, Matt",0
R,PGA TOUR,2017,400,28307,819,518,Matt,Every,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green Side Bunker,Front Left Green Side Bunker,Green,Unmapped,881,1135,N,N,N,256,1634,Good,With,Level,735.703,156,470,07/21/2017,L,-0.238,Around the Green,No,7187.17,10617.868,"Every, Matt",0
R,PGA TOUR,2017,400,28307,819,518,Matt,Every,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,259,256,N,N,Y,3,1637,Good,With,Level,735.769,3,282,07/21/2017,R,-0.108,Putting,No,7206.216,10607.793,"Every, Matt",0
R,PGA TOUR,2017,400,28307,819,518,Matt,Every,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,3,3,Y,N,N,0,1637,Good,With,Level,0,0,0,07/21/2017,,0,Putting,No,0,0,"Every, Matt",0
R,PGA TOUR,2017,400,28420,819,518,Ryan,Brehm,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11044,19332,N,N,N,8656,1702,Good,With,Level,696.448,704,194,07/21/2017,L,-0.015,Off the Tee,No,6508.772,10425.742,"Brehm, Ryan",0
R,PGA TOUR,2017,400,28420,819,518,Ryan,Brehm,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,7290,8656,N,Y,N,1373,1709,N/A,With,Level,728.553,276,285,07/21/2017,,0.06,Approach the Green,No,7098.295,10568.839,"Brehm, Ryan",0
R,PGA TOUR,2017,400,28420,819,518,Ryan,Brehm,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,1462,1373,N,N,N,97,1714,Good,With,Level,735.882,64,269,07/21/2017,R,0.059,Around the Green,No,7211.403,10613.626,"Brehm, Ryan",0
R,PGA TOUR,2017,400,28420,819,518,Ryan,Brehm,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,118,97,N,N,Y,17,1718,Good,With,Level,735.758,12,269,07/21/2017,R,-0.491,Putting,No,7204.953,10606.203,"Brehm, Ryan",0
R,PGA TOUR,2017,400,28420,819,518,Ryan,Brehm,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,17,17,Y,N,N,0,1718,Good,With,Level,0,0,0,07/21/2017,,0.004,Putting,No,0,0,"Brehm, Ryan",0
R,PGA TOUR,2017,400,28500,819,518,Martin,Flores,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10924,19332,N,N,N,8760,1335,Good,With,Level,695.981,661,166,07/21/2017,L,-0.035,Off the Tee,No,6501.844,10418.318,"Flores, Martin",0
R,PGA TOUR,2017,400,28500,819,518,Martin,Flores,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Left Rough,Green Side Bunker,Front Left Green Side Bunker,7441,8760,N,Y,N,1518,1340,N/A,With,Level,730.517,524,323,07/21/2017,,-0.137,Approach the Green,No,7082.181,10633.89,"Flores, Martin",0
R,PGA TOUR,2017,400,28500,819,518,Martin,Flores,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green Side Bunker,Front Left Green Side Bunker,Green,Unmapped,1605,1518,N,N,N,86,1347,Good,With,Level,735.809,52,203,07/21/2017,R,0.339,Around the Green,No,7212.398,10603.931,"Flores, Martin",0
R,PGA TOUR,2017,400,28500,819,518,Martin,Flores,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,101,86,N,N,Y,28,1350,Good,With,Level,735.79,28,303,07/21/2017,R,-0.57,Putting,No,7206.44,10609.9,"Flores, Martin",0
R,PGA TOUR,2017,400,28500,819,518,Martin,Flores,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,28,28,Y,N,N,0,1350,Good,With,Level,0,0,0,07/21/2017,,0.02,Putting,No,0,0,"Flores, Martin",0
R,PGA TOUR,2017,400,29223,819,518,Sam,Saunders,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10813,19332,N,N,N,8689,941,Good,With,Level,693.039,401,95,07/21/2017,L,0.167,Off the Tee,No,6513.322,10399.925,"Saunders, Sam",0
R,PGA TOUR,2017,400,29223,819,518,Sam,Saunders,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7949,8689,N,N,N,809,950,Good,Below Ball,Level,732.371,420,110,07/21/2017,R,0.206,Approach the Green,No,7153.761,10564.592,"Saunders, Sam",0
R,PGA TOUR,2017,400,29223,819,518,Sam,Saunders,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,902,809,N,N,Y,89,956,Good,With,Level,735.873,54,267,07/21/2017,R,-0.223,Putting,No,7211.289,10612.792,"Saunders, Sam",0
R,PGA TOUR,2017,400,29223,819,518,Sam,Saunders,2,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,89,89,Y,N,N,0,959,Good,With,Level,0,0,0,07/21/2017,,0.467,Putting,No,0,0,"Saunders, Sam",0
R,PGA TOUR,2017,400,29289,819,518,Seung-Yul,Noh,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,11017,19332,N,N,N,8442,837,Good,With,Level,692.934,380,153,07/21/2017,L,0.204,Off the Tee,No,6532.688,10407.447,"Noh, Seung-Yul",0
R,PGA TOUR,2017,400,29289,819,518,Seung-Yul,Noh,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Left Fairway,Green,Unmapped,7588,8442,N,N,N,867,844,Good,With,Level,732.025,265,199,07/21/2017,R,0.147,Approach the Green,No,7140.941,10575.802,"Noh, Seung-Yul",0
R,PGA TOUR,2017,400,29289,819,518,Seung-Yul,Noh,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green,Unmapped,Green,Unmapped,962,867,N,N,Y,113,849,Good,With,Level,735.882,39,184,07/21/2017,R,-0.326,Putting,No,7215.321,10605.45,"Noh, Seung-Yul",0
R,PGA TOUR,2017,400,29289,819,518,Seung-Yul,Noh,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,115,113,N,N,N,1,853,Good,With,Level,735.763,1,278,07/21/2017,R,-0.408,Putting,No,7205.884,10607.326,"Noh, Seung-Yul",0
R,PGA TOUR,2017,400,29289,819,518,Seung-Yul,Noh,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,1,1,Y,N,N,0,853,Good,With,Level,0,0,0,07/21/2017,,0,Putting,No,0,0,"Noh, Seung-Yul",0
R,PGA TOUR,2017,400,29476,819,518,Kyle,Reifers,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10458,19332,N,N,N,8989,1357,Good,With,Level,693.07,256,177,07/21/2017,L,0.115,Off the Tee,No,6494.255,10377.075,"Reifers, Kyle",0
R,PGA TOUR,2017,400,29476,819,518,Kyle,Reifers,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Left Fairway,Green Side Bunker,Front Left Green Side Bunker,8002,8989,N,Y,N,1236,1403,Good,Below Ball,Downhill,730.8,517,459,07/21/2017,,-0.179,Approach the Green,No,7107.2,10636.9,"Reifers, Kyle",0
R,PGA TOUR,2017,400,29476,819,518,Kyle,Reifers,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green Side Bunker,Front Left Green Side Bunker,Green,Unmapped,971,1236,N,N,N,270,1408,Good,With,Level,735.67,152,470,07/21/2017,L,-0.224,Around the Green,No,7185.547,10617.355,"Reifers, Kyle",0
R,PGA TOUR,2017,400,29476,819,518,Kyle,Reifers,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,377,270,N,N,Y,103,1411,Good,With,Level,735.815,59,187,07/21/2017,R,-0.638,Putting,No,7213.814,10603.577,"Reifers, Kyle",0
R,PGA TOUR,2017,400,29476,819,518,Kyle,Reifers,2,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,103,103,Y,N,N,0,1414,Good,With,Level,0,0,0,07/21/2017,,0.543,Putting,No,0,0,"Reifers, Kyle",0
